GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS694735914	2019-01-07 13:57:07.0	5795	species	Ruddy Turnstone	Arenaria interpres			1				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2005-09-12		obsr980756	S51390024	Historical	P62	EBIRD				1	1		0	0	0		this was along the south side at a few places within a few miles of the dam. I spent several hours here, and focused much more on the various riparian willows and cottonwoods, apparently catching a bit of a wave day, after a recent cold spell.	This was as bird that Charles H. Trost had found the day before. I got very good loooks at this bird, and it was one I was very familiar with from my years at Point Reyes Bird Observatory in coastal California and in Oregon.	
URN:CornellLabOfOrnithology:EBIRD:OBS694735918	2019-01-07 13:57:07.0	5859	species	Semipalmated Sandpiper	Calidris pusilla			4				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2005-09-12		obsr980756	S51390024	Historical	P62	EBIRD				1	1		0	0	0		this was along the south side at a few places within a few miles of the dam. I spent several hours here, and focused much more on the various riparian willows and cottonwoods, apparently catching a bit of a wave day, after a recent cold spell.	I have 4 recorded from my notes. This is not a particularly rare sandpiper at American Falls reservoir, with peaks of over 100. Please see: Taylor, D.M., C.H. Trost, and B. Jamison. 1992. Abundance and chronology of migrant--  shorebirds in Idaho. West. Birds. 23:49-78.	
URN:CornellLabOfOrnithology:EBIRD:OBS694735915	2019-01-07 13:57:07.0	16164	species	Western Kingbird	Tyrannus verticalis			5				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2005-09-12		obsr980756	S51390024	Historical	P62	EBIRD				1	1		0	0	0		this was along the south side at a few places within a few miles of the dam. I spent several hours here, and focused much more on the various riparian willows and cottonwoods, apparently catching a bit of a wave day, after a recent cold spell.	These were in willows and cottonwoods bordering the reservoir. This is a common bird in this region throughout the summer.	
URN:CornellLabOfOrnithology:EBIRD:OBS694735931	2019-01-07 13:57:07.0	32072	species	Western Tanager	Piranga ludoviciana			2				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2005-09-12		obsr980756	S51390024	Historical	P62	EBIRD				1	1		0	0	0		this was along the south side at a few places within a few miles of the dam. I spent several hours here, and focused much more on the various riparian willows and cottonwoods, apparently catching a bit of a wave day, after a recent cold spell.	Two individuals found in willows and cottonwoods. The riparian brush along the reservoirs is a natural stop over for migrating birds, so this should not be considered an unusual sighting.	
URN:CornellLabOfOrnithology:EBIRD:OBS694589107	2019-01-07 13:57:07.0	7212	species	White-faced Ibis	Plegadis chihi			1800				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2005-09-08		obsr980756	S51377652	Historical	P62	EBIRD	300				0		0	0	0		With Charles H. Trost and Dr. S.C. Taylor. We stopped at various places around the reservoir	This was a count by 10 and 100s. About 1700 were in the Aberdeen area, and another 100 seen elsewhere.	
URN:CornellLabOfOrnithology:EBIRD:OBS694795639	2019-01-07 13:57:07.0	5947	species	Lesser Yellowlegs	Tringa flavipes			1				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2005-12-25		obsr980756	S51395097	Historical	P62	EBIRD					0		0	0	0		doing some point counts in the russian olives in the  upper region of the reservoir on the  north side, these were a few highlights of other species seen.	I record one in shallows of pond and had this double starred in my journal. No other details. A rare winter bird	
URN:CornellLabOfOrnithology:EBIRD:OBS691623505	2019-01-07 13:57:07.0	5791	species	Marbled Godwit	Limosa fedoa			30				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2009-06-25		obsr980756	S51122460	Historical	P62	EBIRD	180	32.187			1		0	0	0		Notes from my journal	These were from mhy notes. I studied shorebirds at the reservoir fro several years in the 1980's, and I pay attention significant concentrations of species.  This is a bird I am very familiar with.	
URN:CornellLabOfOrnithology:EBIRD:OBS691623524	2019-01-07 13:57:07.0	5924	species	Wilson's Phalarope	Phalaropus tricolor			300				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2009-06-25		obsr980756	S51122460	Historical	P62	EBIRD	180	32.187			1		0	0	0		Notes from my journal	this was an estimate but I thought more than this. This was a high number, but I pay attention to shorebird concentrations on this reservoir, which is the premier shorebird site in Idaho. Please see: Taylor, D.M., C.H. Trost, and B. Jamison. 1992. Abundance and chronology of migrant--  shorebirds in Idaho. West. Birds. 23:49-78.	
URN:CornellLabOfOrnithology:EBIRD:OBS687251975	2019-01-07 13:57:07.0	564	species	Canvasback	Aythya valisineria			300				United States	US	Idaho	US-ID	Bannock	US-ID-005	US-ID_3	9			American Falls Reservoir (please consider using a more precise location)	L109173	H	42.95	-112.75	2010-01-03		obsr980756	S50776037	Historical	P62	EBIRD	360	80.467		4	1		0	0	0		We stopped at various places around the reservoir checking out birds.	near mouth of Portneuf River, probably more than this. This area had thousands of ducks concentrated on the open water. I counted by one up to 100 thenby 10s	
URN:CornellLabOfOrnithology:EBIRD:OBS691091477	2018-12-30 10:40:41.0	31256	species	Bobolink	Dolichonyx oryzivorus			2				United States	US	Idaho	US-ID	Bear Lake	US-ID-007	US-ID_4	10	USFWS_35		Bear Lake NWR--Mud Lake	L1679145	H	42.157999	-111.2946153	2001-07-02		obsr980756	S51081664	Historical	P62	EBIRD	60				0		0	0	0		drove along road of refuge stopping  a few places	I saw two males in marshy fields. I am very familiar with this species and their striking white and black plumage and beautiful song	
URN:CornellLabOfOrnithology:EBIRD:OBS690901969	2018-12-29 20:03:05.0	6977	species	Brown Pelican	Pelecanus occidentalis			1				United States	US	Idaho	US-ID	Bingham	US-ID-011	US-ID_2332	9			Sterling WMA	L4019758	H	42.9785302	-112.7826834	1999-08-14	13:00:00	obsr663922	S51066378	Historical	P62	EBIRD	120	0		2	1		0	0	0		Imported from BirdBrain app.		
URN:CornellLabOfOrnithology:EBIRD:OBS686975730	2018-12-17 15:07:56.0	5940	species	Greater Yellowlegs	Tringa melanoleuca			20				United States	US	Idaho	US-ID	Bingham	US-ID-011	US-ID_3	9			Fort Hall Bottoms, Idaho, US (43.032, -112.632)	L7921893	P	43.0320627	-112.6319047	2008-07-09	08:00:00	obsr980756	S50755171	Incidental	P20	EBIRD					0		0	0	0		on the Fort Hall Bottoms top of American Falls Reservoir, mostly fishing but paying attention for birds	minimum count.  This is not that rare an American Falls Reservoir. See Paper: Taylor, D.M., C.H. Trost, and B. Jamison. 1992. Abundance and chronology of migrant--  shorebirds in Idaho. West. Birds. 23:49-78	
URN:CornellLabOfOrnithology:EBIRD:OBS686975733	2018-12-17 15:07:56.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	Idaho	US-ID	Bingham	US-ID-011	US-ID_3	9			Fort Hall Bottoms, Idaho, US (43.032, -112.632)	L7921893	P	43.0320627	-112.6319047	2008-07-09	08:00:00	obsr980756	S50755171	Incidental	P20	EBIRD					0		0	0	0		on the Fort Hall Bottoms top of American Falls Reservoir, mostly fishing but paying attention for birds	In muddy pools, and flying up and down river. This is a minimal count. see: Taylor, D.M., C.H. Trost, and B. Jamison. 1992. Abundance and chronology of migrant--  shorebirds in Idaho. West. Birds. 23:49-78--this is not that rare at american falls reservoir	
URN:CornellLabOfOrnithology:EBIRD:OBS690393835	2018-12-28 14:41:16.0	614	species	Harlequin Duck	Histrionicus histrionicus			1				United States	US	Idaho	US-ID	Blaine	US-ID-013		10			Big Wood River	L8315447	P	43.6114975	-114.3514489	1993-05-11		obsr291283	S51025219	Historical	P62	EBIRD				3	1		0	0	0		Aubrey Fautheree and Evelyn Hainey were in our group.	We did not find this bird.  It was a stakeout with details on the rare bird alert.  It was a female with the three white head spots.  We were able to locate it fairly easily from good directions.	
URN:CornellLabOfOrnithology:EBIRD:OBS691767337	2018-12-31 18:27:28.0	29355	species	Siberian Accentor	Prunella montanella			X				United States	US	Idaho	US-ID	Blaine	US-ID-013		10			Hailey	L199044	T	43.51961	-114.31488	1997-02-17		obsr269548	S51135319	Historical	P62	EBIRD					0		0	0	0		Specific Location not Recorded (Life List Record)	No detail. From my life list records. Bird was well documented. For example: https://idahobirds.net/distribution/maps/accentors/siberian-accentor/	
URN:CornellLabOfOrnithology:EBIRD:OBS678929634	2018-12-12 10:26:48.0	30901	species	Golden-crowned Sparrow	Zonotrichia atricapilla			1				United States	US	Idaho	US-ID	Blaine	US-ID-013	US-ID_659	9			Silver Creek Preserve--General	L352584	H	43.3166853	-114.1500092	2015-09-24		obsr965110	S50118653	Historical	P62	EBIRD_PNW				1	1		0	0	0		Mammals: Moose – Cow and bull browsing on willows along Silver Creek.	One winter adult or immature Golden-crowned Sparrow with small flock of adult and immature White-crowned Sparrows in sage and shrubs near the little visitor center.	
URN:CornellLabOfOrnithology:EBIRD:OBS623528337	2018-12-12 10:30:54.0	31547	species	Great-tailed Grackle	Quiscalus mexicanus			1				United States	US	Idaho	US-ID	Blaine	US-ID-013		9			Hayspur Fish Hatchery	L878382	H	43.3398492	-114.1469193	2018-05-25	14:10:00	obsr204659	S46016793	Traveling	P22	EBIRD	47	1.207		4	1		0	0	0		Kathy McCoy, Sue Norton, Teresa Sabala	Clearly seen by me and Kathy McCoy. Heard by Teresa Sabala. Found vocalizing in  Russian Olive Trees in camp ground area.  Considerably larger than red wings.  Tail large, and keel shaped.  First noticed very loud sounds.  We thought it was someone in the campground but noticed large, black bird in the trees.  It was unlike any sound I have heard.	
URN:CornellLabOfOrnithology:EBIRD:OBS632972423	2018-08-04 17:38:13.0	15695	species	Cordilleran Flycatcher	Empidonax occidentalis			6				United States	US	Idaho	US-ID	Blaine	US-ID-013		10			Unnamed Road, Carey, Idaho, US (43.562, -114.049)	L6167836	P	43.5615817	-114.0489321	2018-06-20	05:45:00	obsr546601	S46686330	Traveling	P22	EBIRD	238	3.219		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS692339964	2019-01-01 18:34:37.0	31625	species	Ovenbird	Seiurus aurocapilla			1				United States	US	Idaho	US-ID	Blaine	US-ID-013		9			Hwy 20 near Stanton Crossing	L8345599	P	43.326954	-114.331876	2018-06-17		obsr634331	S51187737	Historical	P62	EBIRD					0		0	0	0		Observed during Yellow-billed Cuckoo Surveys by IBO biologist Jessica Pollock	video at: https://www.facebook.com/jessica.murraypollock/videos/10156343932686425/----Notes by Jessica Pollock: There is a big pullout on the south side of the road. Singing repeatedly in the thick habitat along the south side of the lot. I saw it perched and singing and also have recordings of the song.	
URN:CornellLabOfOrnithology:EBIRD:OBS660009624	2018-12-11 10:19:58.0	4644	species	Anna's Hummingbird	Calypte anna			X				United States	US	Idaho	US-ID	Blaine	US-ID-013		9			18401-18415 U.S. 20, Bellevue, Idaho, US (43.332, -114.159)	L7047861	P	43.3318633	-114.1588967	2018-09-23	09:00:00	obsr998810	S48709343	Stationary	P21	EBIRD	420			1	1		0	0	0		Shared findings and pictures with Intermountain Bird Observatory in Boise Idaho who concurred finding.	Sent pictures to Intermountain Bird Observatory in Boise for confirmation.	
URN:CornellLabOfOrnithology:EBIRD:OBS686768608	2018-12-16 22:52:18.0	239	species	Snow Goose	Anser caerulescens			1				United States	US	Idaho	US-ID	Blaine	US-ID-013		9			Highway 20, Mile marker 186	L8266421	P	43.3197964	-114.1131798	2018-12-16	15:00:00	obsr551724	S50739459	Stationary	P21	EBIRD	5			1	1		0	0	0			A single snow goose with large flock of Canada geese resting in ag field north of highway 20 near mile marker 186. Clearly seen resting with geese and then flying, white body and black wing tips obvious. Seen by others on previous days.	
URN:CornellLabOfOrnithology:EBIRD:OBS685709049	2018-12-14 23:07:41.0	239	species	Snow Goose	Anser caerulescens			1				United States	US	Idaho	US-ID	Blaine	US-ID-013		9			18650–18678 Highway 20, Bellevue US-ID (43.3195,-114.1133)	L8251485	P	43.319539	-114.113347	2018-12-14	11:15:00	obsr203951	S50658257	Traveling	P22	EBIRD	22	4.828		3	1	G3649101	0	0	0		Jean Poo Ann Hailey RR	White goose slightly smaller than cago flock it was with. Black wingtips. 	
URN:CornellLabOfOrnithology:EBIRD:OBS685856497	2018-12-14 23:07:41.0	239	species	Snow Goose	Anser caerulescens			1				United States	US	Idaho	US-ID	Blaine	US-ID-013		9			18650–18678 Highway 20, Bellevue US-ID (43.3195,-114.1133)	L8251485	P	43.319539	-114.113347	2018-12-14	11:15:00	obsr216714	S50670128	Traveling	P22	EBIRD	22	4.828		3	1	G3649101	0	0	0		Jean Poo Ann Hailey RR	White goose slightly smaller than cago flock it was with. Black wingtips. 	
URN:CornellLabOfOrnithology:EBIRD:OBS687828824	2018-12-20 10:53:51.0	331	species	Trumpeter Swan	Cygnus buccinator			73	H 	C2		United States	US	Idaho	US-ID	Blaine	US-ID-013		9			Picabo Rd Point of Rocks (43.3311,-114.1111)	L8279082	P	43.331105	-114.111116	2018-12-14	08:50:00	obsr216714	S50819865	Traveling	P22	EBIRD	65	7.099		3	1		0	0	0		Jean Ann Poo Hailey RR. 	 Adults with 18 cygnet. Large white birds with long necks, common for this area. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690347866	2018-12-28 12:28:44.0	331	species	Trumpeter Swan	Cygnus buccinator			103				United States	US	Idaho	US-ID	Blaine	US-ID-013	US-ID_659	9			247 Kilpatrick Bridge Road, Bellevue, Idaho, US (43.313, -114.159)	L8314762	P	43.3125338	-114.1590559	2018-12-28	10:14:00	obsr239789	S51021223	Incidental	P20	EBIRD				2	0		0	0	0			2 Cygnet	
URN:CornellLabOfOrnithology:EBIRD:OBS690377648	2018-12-28 13:58:01.0	331	species	Trumpeter Swan	Cygnus buccinator			86				United States	US	Idaho	US-ID	Blaine	US-ID-013		9			North Picabo Road, Carey, Idaho, US (43.329, -114.066)	L8315265	P	43.3285002	-114.0663242	2018-12-28	11:54:00	obsr239789	S51023904	Incidental	P20	EBIRD				2	0		0	0	0			20 cygnets	
URN:CornellLabOfOrnithology:EBIRD:OBS691703094	2018-12-31 15:48:15.0	4644	species	Anna's Hummingbird	Calypte anna			1				United States	US	Idaho	US-ID	Boise	US-ID-015		9			Hwy. 21 at Daggett Creek Rd.	L2232670	H	43.6767741	-115.9788465	1984-06-11		obsr269548	S51129988	Historical	P62	EBIRD					0		0	0	0		(Life List Record)	No details. At Al Larson ranch on a birding trip. From my life list records	
URN:CornellLabOfOrnithology:EBIRD:OBS690672760	2018-12-29 10:49:47.0	30277	species	White-winged Crossbill	Loxia leucoptera			X				United States	US	Idaho	US-ID	Bonneville	US-ID-019		9			Rose Hill Cemetery	L828756	H	43.4776968	-112.0402157	2009-12-22	13:00:00	obsr199754	S51047457	Historical	P62	EBIRD	20	0.016		1	0		1	0	0		Interruption year for the species  Snapped pictures thorough scope with handheld compact 4MB Sony camera for documentation purposes.	INTERRUPTION YEAR FOR THIS SPECIES. PICTURES ADDED FOR HISTORICAL PURPOSES.	
URN:CornellLabOfOrnithology:EBIRD:OBS687264670	2019-01-11 11:24:33.0	3394	species	Common Nighthawk	Chordeiles minor			1				United States	US	Idaho	US-ID	Bonneville	US-ID-019		10			Bear Creek above Palisades Reservoir	L8272065	H	43.2753166	-111.2472441	2010-07-17	08:00:00	obsr980756	S50777132	Historical	P62	EBIRD	1440	16.093		1	1		0	0	0		These are notes from a three day hike. I was mostly fishing and relaxing, but did take note of birds.	heard calling every night. Very surprised this would be considered rare in open sage/mountain shrub country.	
URN:CornellLabOfOrnithology:EBIRD:OBS687264664	2019-01-11 11:24:33.0	16628	species	Northern Catbird	Ailuroedus jobiensis			X	M	C3		United States	US	Idaho	US-ID	Bonneville	US-ID-019		10			Bear Creek above Palisades Reservoir	L8272065	H	43.2753166	-111.2472441	2010-07-17	08:00:00	obsr980756	S50777132	Historical	P62	EBIRD	1440	16.093		1	1		0	0	0		These are notes from a three day hike. I was mostly fishing and relaxing, but did take note of birds.	Several actively singing in the riparian willows. A few seen	
URN:CornellLabOfOrnithology:EBIRD:OBS693926623	2019-01-05 02:14:48.0	8052	species	Barn Owl	Tyto alba			1				United States	US	Idaho	US-ID	Boundary	US-ID-021		10			2503 District Five Rd, Bonners Ferry US-ID (48.7392,-116.3659)	L8370526	P	48.739218	-116.365947	2018-12-24	23:09:00	obsr1218242	S51325327	Incidental	P20	EBIRD				1	0		0	0	0			The owl was perched in the upper window of the grain elevator on the property where we live on Christmas Eve morning. He was first noticed around 7:00 am. We were able to capture one photo with a digital camera that I will try to add later. 	
URN:CornellLabOfOrnithology:EBIRD:OBS632062100	2018-06-17 19:06:33.0	11371	species	Merlin	Falco columbarius			1				United States	US	Idaho	US-ID	Butte	US-ID-023		10			Salmon NF	L7587619	P	43.605567	-113.6799574	2018-06-09	06:10:00	obsr326581	S46621718	Traveling	P22	EBIRD	300	4.828		1	1		0	0	0			good look	
URN:CornellLabOfOrnithology:EBIRD:OBS643106685	2018-11-08 10:17:53.0	662	species	Ruddy Duck	Oxyura jamaicensis			100				United States	US	Idaho	US-ID	Camas	US-ID-025	US-ID_542	9			Camas Centennial Marsh	L157588	H	43.26451	-114.99878	2018-07-25	06:30:00	obsr933750	S47452824	Traveling	P22	EBIRD	120	11.265		1	1		0	0	0			There were so many it was hard to count them all. They were mostly on the two largest ponds.	
URN:CornellLabOfOrnithology:EBIRD:OBS691936554	2019-01-01 08:57:57.0	30714	species	Brewer's Sparrow	Spizella breweri			X				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1983-04-17		obsr269548	S51149888	Historical	P62	EBIRD					0		0	0	0		Specific Location not Recorded (Life List Record)	No details. From my Life List Records	
URN:CornellLabOfOrnithology:EBIRD:OBS688283651	2018-12-21 23:02:05.0	5826	species	Dunlin	Calidris alpina			5				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Dry Lakes Area	L498474	H	43.4428865	-116.6112041	1992-03-20		obsr291283	S50852680	Historical	P62	EBIRD				1	1		0	0	0			No details as I did not consider this a rare or unusual bird at the time.	
URN:CornellLabOfOrnithology:EBIRD:OBS682298288	2018-12-03 02:02:28.0	6198	species	Franklin's Gull	Leucophaeus pipixcan			12				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--Kingfisher Trail	L763446	H	43.5280591	-116.5987694	1992-05-18		obsr291283	S50386452	Historical	P62	EBIRD				1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS683266881	2018-12-13 12:08:44.0	5679	species	Semipalmated Plover	Charadrius semipalmatus			27				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--Kingfisher Trail	L763446	H	43.5280591	-116.5987694	1992-05-09		obsr291283	S50463425	Historical	P62	EBIRD				1	1		0	0	0			Counted them in several places along the trail.	
URN:CornellLabOfOrnithology:EBIRD:OBS685855113	2018-12-25 22:17:46.0	30893	species	White-crowned Sparrow	Zonotrichia leucophrys			1				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1992-08-29		obsr291283	S50670021	Historical	P62	EBIRD				2	1	G3649698	0	0	0			This was an early arrival.  I did not make any notes on my checklist.	
URN:CornellLabOfOrnithology:EBIRD:OBS685960719	2018-12-25 22:17:46.0	30893	species	White-crowned Sparrow	Zonotrichia leucophrys			1				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1992-08-29		obsr310380	S50678409	Historical	P62	EBIRD				2	1	G3649698	0	0	0			This was an early arrival.  I did not make any notes on my checklist.	
URN:CornellLabOfOrnithology:EBIRD:OBS686242630	2018-12-25 22:19:19.0	5869	species	Long-billed Dowitcher	Limnodromus scolopaceus			59				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1992-09-25		obsr310380	S50699555	Historical	P62	EBIRD				2	1	G3652335	0	0	0		Aubrey Fautheree was birding with me.		
URN:CornellLabOfOrnithology:EBIRD:OBS686187953	2018-12-25 22:19:19.0	5869	species	Long-billed Dowitcher	Limnodromus scolopaceus			59				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1992-09-25		obsr291283	S50695894	Historical	P62	EBIRD				2	1	G3652335	0	0	0		Aubrey Fautheree was birding with me.		
URN:CornellLabOfOrnithology:EBIRD:OBS687762178	2018-12-20 01:59:50.0	7117	species	Cattle Egret	Bubulcus ibis			2				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--Murphy's Neck	L1433071	H	43.5938876	-116.7174846	1992-11-07		obsr291283	S50814787	Historical	P62	EBIRD				1	1		0	0	0			The two Cattle Egret flew by and landed in a lawn area in front of a house across from the refuge.  Two short legged and stocky egrets with orange yellow bills with feathering on the lower bill.  This species was seen in the area in the fall back in the early 1990's.	
URN:CornellLabOfOrnithology:EBIRD:OBS683445132	2018-12-10 23:51:28.0	7117	species	Cattle Egret	Bubulcus ibis			10				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1992-11-01		obsr291283	S50473964	Historical	P62	EBIRD				2	1	G3631918	0	0	0		Aubrey Fautheree was with me.	The egrets were short legged, stocky, and definitely not any other egret species.  They had orange bills and legs. The feathering came up on the lower bill. I remember at least some of the birds had orange in their feathers on the crowns and back.  They were not Great Egret as that species has longer legs and is larger. They were not little blue heron as this species has a black bill and greenish legs. They were not Snowy Egret as this has a dark bill and yellow feet.	
URN:CornellLabOfOrnithology:EBIRD:OBS683523256	2018-12-10 23:51:28.0	7117	species	Cattle Egret	Bubulcus ibis			10				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1992-11-01		obsr310380	S50484419	Historical	P62	EBIRD				2	1	G3631918	0	0	0		Aubrey Fautheree was with me.	The egrets were short legged, stocky, and definitely not any other egret species.  They had orange bills and legs. The feathering came up on the lower bill. I remember at least some of the birds had orange in their feathers on the crowns and back.  They were not Great Egret as that species has longer legs and is larger. They were not little blue heron as this species has a black bill and greenish legs. They were not Snowy Egret as this has a dark bill and yellow feet.	
URN:CornellLabOfOrnithology:EBIRD:OBS688985295	2018-12-23 20:55:14.0	242	species	Ross's Goose	Anser rossii			33				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1993-03-25		obsr291283	S50910619	Historical	P62	EBIRD				1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS690249287	2018-12-28 02:06:56.0	5580	species	American Golden-Plover	Pluvialis dominica			1				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Dry Lakes Area	L498474	H	43.4428865	-116.6112041	1993-05-09		obsr291283	S51012713	Historical	P62	EBIRD				1	1		0	0	0			Black undertail coverts, golden upper parts and white patches on sides of breast and white did not go down and through flanks.	
URN:CornellLabOfOrnithology:EBIRD:OBS690249268	2018-12-28 02:06:56.0	5848	species	Baird's Sandpiper	Calidris bairdii			X				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Dry Lakes Area	L498474	H	43.4428865	-116.6112041	1993-05-09		obsr291283	S51012713	Historical	P62	EBIRD				1	1		0	0	0			Wings extend beyond the tail.  Buff brown above.	
URN:CornellLabOfOrnithology:EBIRD:OBS690245652	2019-01-09 02:00:32.0	5666	species	Snowy Plover	Charadrius nivosus			1				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Dry Lakes Area	L498474	H	43.4428865	-116.6112041	1993-05-08		obsr310380	S51012408	Historical	P62	EBIRD				3	1	G3687430	0	0	0		Aubrey Fautheree and Evelyn Hainey were in our group.	Much smaller and paler than the Semipalmated Plover that were present so an easy bird to spot and identify. The bird had a small and slender dark bill.  A lateral patch rather than a band.  Upper parts much paler than the Semipalmated Plover.	
URN:CornellLabOfOrnithology:EBIRD:OBS690235168	2019-01-09 02:00:32.0	5666	species	Snowy Plover	Charadrius nivosus			1				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Dry Lakes Area	L498474	H	43.4428865	-116.6112041	1993-05-08		obsr291283	S51011065	Historical	P62	EBIRD				3	1	G3687430	0	0	0		Aubrey Fautheree and Evelyn Hainey were in our group.	Much smaller and paler than the Semipalmated Plover that were present so an easy bird to spot and identify. The bird had a small and slender dark bill.  A lateral patch rather than a band.  Upper parts much paler than the Semipalmated Plover.	
URN:CornellLabOfOrnithology:EBIRD:OBS693476992	2019-01-04 01:28:34.0	31536	species	Common Grackle	Quiscalus quiscula			1				United States	US	Idaho	US-ID	Canyon	US-ID-027	US-ID_551	9	USFWS_387		Deer Flat NWR--General	L1110315	H	43.5546443	-116.6650372	1993-08-14		obsr291283	S51287676	Historical	P62	EBIRD				1	1		0	0	0			Dark Grackle with a yellow eye.  The tail was not exceptionally long, but definitely longer than a Brewer's Blackbird and it showed the keel shape.  On a road to the north of the lake.	
URN:CornellLabOfOrnithology:EBIRD:OBS692995023	2019-01-03 00:31:33.0	5666	species	Snowy Plover	Charadrius nivosus			1				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Dry Lakes Area	L498474	H	43.4428865	-116.6112041	1993-08-08		obsr291283	S51242867	Historical	P62	EBIRD				1	1		0	0	0			Only one bird. Identified by the pale upper parts, lack of a collar (lateral patch instead), small thin dark bill, dark legs and small size.	
URN:CornellLabOfOrnithology:EBIRD:OBS693472978	2019-01-04 00:52:32.0	5933	species	Solitary Sandpiper	Tringa solitaria			3				United States	US	Idaho	US-ID	Canyon	US-ID-027		9			Dry Lakes Area	L498474	H	43.4428865	-116.6112041	1993-08-08		obsr291283	S51287327	Historical	P62	EBIRD				1	1		0	0	0			This is a species I was very familiar with and made sure the three bird count was accurate.  I saw the barring on the tail with a dark center area as the birds flew.  Also eye ring and tail bobbing seen along with dark upper parts set off by much buff spotting.	
