GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS691667235	2018-12-31 14:45:41.0	239	species	Snow Goose	Anser caerulescens			9				United States	US	Idaho	US-ID	Franklin	US-ID-041		9			3896–3988 S Highway 34, Preston US-ID (42.1472,-111.8246)	L8311289	P	42.147217	-111.824626	2018-12-27	14:41:00	obsr630205	S51126289	Traveling	P22	EBIRD	63	8.676		3	1	G3700895	0	0	0			Exact count flying over at bear river bridge mile post 13	
URN:CornellLabOfOrnithology:EBIRD:OBS691723287	2018-12-31 16:38:46.0	239	species	Snow Goose	Anser caerulescens			9				United States	US	Idaho	US-ID	Franklin	US-ID-041		9			3896–3988 S Highway 34, Preston US-ID (42.1472,-111.8246)	L8311289	P	42.147217	-111.824626	2018-12-27	14:41:00	obsr240945	S51131770	Traveling	P22	EBIRD	63	8.676		3	1	G3700895	0	0	0			Exact count flying over at bear river bridge mile post 13	
URN:CornellLabOfOrnithology:EBIRD:OBS691667220	2018-12-31 14:45:41.0	30893	species	White-crowned Sparrow	Zonotrichia leucophrys			12				United States	US	Idaho	US-ID	Franklin	US-ID-041		9			3896–3988 S Highway 34, Preston US-ID (42.1472,-111.8246)	L8311289	P	42.147217	-111.824626	2018-12-27	14:41:00	obsr630205	S51126289	Traveling	P22	EBIRD	63	8.676		3	1	G3700895	0	0	0			Immature with reddish lores and gray white throat.  Sitting on a fence by the river.   Second sighting of 11 in a flock of brush.  	
URN:CornellLabOfOrnithology:EBIRD:OBS690144107	2018-12-31 14:45:41.0	30893	species	White-crowned Sparrow	Zonotrichia leucophrys			12				United States	US	Idaho	US-ID	Franklin	US-ID-041		9			3896–3988 S Highway 34, Preston US-ID (42.1472,-111.8246)	L8311289	P	42.147217	-111.824626	2018-12-27	14:41:00	obsr246096	S51004061	Traveling	P22	EBIRD	63	8.676		3	1	G3700895	0	0	0			Immature with reddish lores and gray white throat.  Sitting on a fence by the river.   Second sighting of 11 in a flock of brush.  	
URN:CornellLabOfOrnithology:EBIRD:OBS691723272	2018-12-31 16:38:46.0	30893	species	White-crowned Sparrow	Zonotrichia leucophrys			12				United States	US	Idaho	US-ID	Franklin	US-ID-041		9			3896–3988 S Highway 34, Preston US-ID (42.1472,-111.8246)	L8311289	P	42.147217	-111.824626	2018-12-27	14:41:00	obsr240945	S51131770	Traveling	P22	EBIRD	63	8.676		3	1	G3700895	0	0	0			Immature with reddish lores and gray white throat.  Sitting on a fence by the river.   Second sighting of 11 in a flock of brush.  	
URN:CornellLabOfOrnithology:EBIRD:OBS692173819	2019-01-01 15:09:19.0	328	species	Mute Swan	Cygnus olor			1				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman State Park, Island Park, ID, USA	L7414038	H	44.3256901	-111.4652252	2017-08-19	11:09:00	obsr829229	S51172594	Incidental	P20	EBIRD				1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS555367952	2017-12-07 11:02:19.0	27695	species	Varied Thrush	Ixoreus naevius			1			Male, Unknown Age (1)	United States	US	Idaho	US-ID	Fremont	US-ID-043		10			Yard	L464875	P	44.475686	-111.4535522	2017-12-07	08:45:00	obsr100684	S40956377	Incidental	P20	EBIRD					0		0	0	0			Dark gray robin sized bird foraging on the ground. Overall shape appeared chunkier than a robin, supercilium was orange, wings had orange markings in them inclulding wing bars. Breast and throat orange with solid dark band across upper breast. Tail dark gray and a bit shorter than robin.	
URN:CornellLabOfOrnithology:EBIRD:OBS688944307	2019-01-05 12:28:43.0	438	species	American Wigeon	Mareca americana			66				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP	L196761	H	44.3356036	-111.4671439	2018-12-23	12:51:00	obsr164108	S50907659	Traveling	P22	EBIRD	95	7.771		1	1		0	0	0			Counted by 10s. Identified by voice and and white upper wing coverts when in flight. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690581698	2019-01-05 12:28:43.0	438	species	American Wigeon	Mareca americana			85				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP--East Harriman	L3890093	P	44.311683	-111.441389	2018-12-24	10:05:00	obsr164108	S51040090	Traveling	P22	EBIRD	80	3.943		1	1		0	0	0			Counted by 10s. Overall, a brown duck with white scapulars and belly in flight.  Round head. Males have white rear flank patch and forehead with black tail. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690581885	2018-12-29 01:51:26.0	438	species	American Wigeon	Mareca americana			140				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP--East Harriman	L3890093	P	44.311683	-111.441389	2018-12-27	14:56:00	obsr164108	S51040104	Traveling	P22	EBIRD	98	6.32		1	1		0	0	0			Counted by 10s. Overall, a brown duck with white scapulars and belly in flight.  Round head. Males have white rear flank patch and forehead with black tail. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690581894	2018-12-29 01:51:26.0	6976	species	American White Pelican	Pelecanus erythrorhynchos			1				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP--East Harriman	L3890093	P	44.311683	-111.441389	2018-12-27	14:56:00	obsr164108	S51040104	Traveling	P22	EBIRD	98	6.32		1	1		0	0	0			Unmistakable. Large white bird swimming on water like a swan but with a large orange bill. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690580619	2018-12-29 01:37:15.0	431	species	Gadwall	Mareca strepera			20				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP	L196761	H	44.3356036	-111.4671439	2018-12-24	13:42:00	obsr164108	S51040012	Traveling	P22	EBIRD	73	5.633		1	1		0	0	0		Skate skiing 	Exact count. All brown duck with dark rear end. Blocky head. No white tail feathers like female mallard. White secondary patch visible on occasion and during wing flapping or in flight. 	
URN:CornellLabOfOrnithology:EBIRD:OBS688944301	2019-01-05 12:28:43.0	431	species	Gadwall	Mareca strepera			11				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP	L196761	H	44.3356036	-111.4671439	2018-12-23	12:51:00	obsr164108	S50907659	Traveling	P22	EBIRD	95	7.771		1	1		0	0	0			Brown duck with black butt. White secondary patch. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690581702	2019-01-05 12:28:43.0	431	species	Gadwall	Mareca strepera			14				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP--East Harriman	L3890093	P	44.311683	-111.441389	2018-12-24	10:05:00	obsr164108	S51040090	Traveling	P22	EBIRD	80	3.943		1	1		0	0	0			Exact count. All brown duck with dark rear end. Blocky head. No white tail feathers like female mallard. White secondary patch visible on occasion and during wing flapping or in flight. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690581890	2018-12-29 01:51:26.0	431	species	Gadwall	Mareca strepera			9				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP--East Harriman	L3890093	P	44.311683	-111.441389	2018-12-27	14:56:00	obsr164108	S51040104	Traveling	P22	EBIRD	98	6.32		1	1		0	0	0			Exact count. All brown duck with dark rear end. Blocky head. No white tail feathers like female mallard. White secondary patch visible on occasion and during wing flapping or in flight. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690580498	2018-12-29 01:35:04.0	431	species	Gadwall	Mareca strepera			22				United States	US	Idaho	US-ID	Fremont	US-ID-043		10			Pine Haven Porch	L2482339	P	44.3028635	-111.4481047	2018-12-24	09:20:00	obsr164108	S51039996	Stationary	P21	EBIRD	25			2	1		0	0	0			Exact count. All brown duck with dark rear end. Blocky head. No white tail feathers like female mallard. White secondary patch visible on occasion and during wing flapping or in flight. 	
URN:CornellLabOfOrnithology:EBIRD:OBS688944300	2019-01-05 12:28:43.0	502	species	Northern Pintail	Anas acuta			80				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP	L196761	H	44.3356036	-111.4671439	2018-12-23	12:51:00	obsr164108	S50907659	Traveling	P22	EBIRD	95	7.771		1	1		0	0	0			Counted by 10s and estimated by percentages in large flock. Long thin neck with white and brown coloring. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690580726	2019-01-05 12:28:43.0	569	species	Ring-necked Duck	Aythya collaris			30				United States	US	Idaho	US-ID	Fremont	US-ID-043		10			Pine Haven	L2285867	P	44.3023529	-111.4480591	2018-12-24	15:23:00	obsr164108	S51040026	Traveling	P22	EBIRD	68	3.541		1	1		0	0	0			Exact count. Diving duck. Males with white “shoulder” stripe, black back, and gray sides. Females brown with darker brown back. Both have white stripe across bill. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690580493	2018-12-29 01:35:04.0	569	species	Ring-necked Duck	Aythya collaris			40				United States	US	Idaho	US-ID	Fremont	US-ID-043		10			Pine Haven Porch	L2482339	P	44.3028635	-111.4481047	2018-12-24	09:20:00	obsr164108	S51039996	Stationary	P21	EBIRD	25			2	1		0	0	0			Exact count. Diving duck. Males with white “shoulder” stripe, black back, and gray sides. Females brown with darker brown back. Both have white stripe across bill. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690581700	2019-01-05 12:28:43.0	569	species	Ring-necked Duck	Aythya collaris			58				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP--East Harriman	L3890093	P	44.311683	-111.441389	2018-12-24	10:05:00	obsr164108	S51040090	Traveling	P22	EBIRD	80	3.943		1	1		0	0	0			Exact count. Diving duck. Males with white “shoulder” stripe, black back, and gray sides. Females brown with darker brown back. Both have white stripe across bill. 	
URN:CornellLabOfOrnithology:EBIRD:OBS689678988	2018-12-27 17:47:35.0	30396	species	Snow Bunting	Plectrophenax nivalis			150				United States	US	Idaho	US-ID	Fremont	US-ID-043		9			4207–4235 E 800 N, Ashton US-ID (43.9790,-111.3176)	L8304278	P	43.979023	-111.317633	2018-12-26	10:13:00	obsr575310	S50966527	Incidental	P20	EBIRD				2	0		0	0	0			On Hwy 32 we saw a large flock of Snow Buntings, estimated by counting 10’s, at 150. No cars behind so I slowed way down to get a good look, and they started landing on the road in front of us – not good so I gave them a long honk to scare them away. Last winter we watched a car plow through a large flock of Rosey Finches - it killed a number of them. I’m concerned about the SBs we saw.	
URN:CornellLabOfOrnithology:EBIRD:OBS688944298	2019-01-05 12:28:43.0	637	slash	Common/Barrow's Goldeneye	Bucephala clangula/islandica			25				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP	L196761	H	44.3356036	-111.4671439	2018-12-23	12:51:00	obsr164108	S50907659	Traveling	P22	EBIRD	95	7.771		1	1		0	0	0			Goldeneyes but too distant to identify to species. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690581696	2019-01-05 12:28:43.0	637	slash	Common/Barrow's Goldeneye	Bucephala clangula/islandica			54				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP--East Harriman	L3890093	P	44.311683	-111.441389	2018-12-24	10:05:00	obsr164108	S51040090	Traveling	P22	EBIRD	80	3.943		1	1		0	0	0			Exact count. Goldeneyes too distant to identify to species. 	
URN:CornellLabOfOrnithology:EBIRD:OBS690581888	2018-12-29 01:51:26.0	637	slash	Common/Barrow's Goldeneye	Bucephala clangula/islandica			22				United States	US	Idaho	US-ID	Fremont	US-ID-043	US-ID_557	10			Harriman SP--East Harriman	L3890093	P	44.311683	-111.441389	2018-12-27	14:56:00	obsr164108	S51040104	Traveling	P22	EBIRD	98	6.32		1	1		0	0	0			Exact count. Goldeneyes too distant to identify to species. 	
URN:CornellLabOfOrnithology:EBIRD:OBS688276602	2018-12-21 22:20:02.0	31013	species	Lincoln's Sparrow	Melospiza lincolnii			1				United States	US	Idaho	US-ID	Gooding	US-ID-047	US-ID_558	9			Hagerman WMA--General	L190825	H	42.7696	-114.88003	1993-01-01		obsr291283	S50852228	Historical	P62	EBIRD				1	1		0	0	0			Gray face or supercillium, buffy submoustacial area, streaking upper breast only.  This is a species I was very familiar with and it is one of my favorite sparrows.	
URN:CornellLabOfOrnithology:EBIRD:OBS613331814	2018-08-03 12:31:13.0	21413	species	Tree Swallow	Tachycineta bicolor			1				United States	US	Idaho	US-ID	Gooding	US-ID-047	US-ID_558	9			Hagerman WMA -- Riley Pond	L1895556	H	42.7671329	-114.877128	2017-02-25		obsr100593	S45417639	Historical	P62	EBIRD				1	1		0	0	0		entering back checklists, with SIBA F/T, no other notes taken for some reason, probably due to group size	remember this bird, surprised us all, hoped it survived the winter	
URN:CornellLabOfOrnithology:EBIRD:OBS579840508	2018-08-03 12:47:45.0	21413	species	Tree Swallow	Tachycineta bicolor			1				United States	US	Idaho	US-ID	Gooding	US-ID-047	US-ID_558	9			1048–1060 State Fish Hatchery Rd, Hagerman US-ID (42.7662,-114.8788)	L6954811	P	42.766209	-114.87879	2018-02-19	11:25:00	obsr216714	S42988891	Stationary	P21	EBIRD	86			1	1		0	0	0		Just me. 	Green above, white below, long pointed wings. Flying low over pond. 	
URN:CornellLabOfOrnithology:EBIRD:OBS591205349	2018-03-24 13:01:43.0	7949	species	Swainson's Hawk	Buteo swainsoni			1				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			Hagerman ID42.8621,-114.9041)	L7107947	P	42.862052	-114.904107	2018-03-23	14:37:00	obsr203951	S43912831	Stationary	P21	EBIRD	25			1	1	G3035808	0	0	0			First of the season	
URN:CornellLabOfOrnithology:EBIRD:OBS678511897	2018-11-20 16:29:01.0	20225	species	Woodhouse's Scrub-Jay	Aphelocoma woodhouseii			1				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			Niagara Springs SP	L1554030	H	42.6618936	-114.6711542	2018-06-06	16:46:00	obsr1190550	S50086669	Traveling	P22	EBIRD	15	0.161		3	1	G3597341	0	0	0			Located at top of road, obvious scrubjay swooped from tree to post. Usual scrubjay marks, blue, Gary, and white.	
URN:CornellLabOfOrnithology:EBIRD:OBS628550543	2018-11-20 16:29:01.0	20225	species	Woodhouse's Scrub-Jay	Aphelocoma woodhouseii			1				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			Niagara Springs SP	L1554030	H	42.6618936	-114.6711542	2018-06-06	16:46:00	obsr1008833	S46363681	Traveling	P22	EBIRD	15	0.161		3	1	G3597341	0	0	0			Located at top of road, obvious scrubjay swooped from tree to post. Usual scrubjay marks, blue, Gary, and white.	
URN:CornellLabOfOrnithology:EBIRD:OBS678678141	2018-12-12 11:31:57.0	285	species	Cackling Goose	Branta hutchinsii			150				United States	US	Idaho	US-ID	Gooding	US-ID-047	US-ID_558	9			Hagerman WMA--Highway Pond	L2645848	H	42.7792124	-114.8909211	2018-11-21	07:50:00	obsr690879	S50099484	Traveling	P22	EBIRD	24	3.219		2	1		1	0	0		Just the highway side ponds	Must have happened on them as they were coming in to rest, because there were way more cackling than canada.  Smaller, shorter neck, short straight bill	
URN:CornellLabOfOrnithology:EBIRD:OBS694477797	2019-01-05 23:25:05.0	7949	species	Swainson's Hawk	Buteo swainsoni			1				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			Bliss Raptor Rte	L8378387	P	42.831084	-114.895465	2018-11-01	13:30:00	obsr49404	S51369393	Traveling	P22	EBIRD	210	66.949		3	0		0	0	0			Were many here in summer. This one late to leave. Was stting. Easy to observe. White forehead /throat. Rufous upper breast with banded tail & dark upper bown back. White underparts low on legs. 	
URN:CornellLabOfOrnithology:EBIRD:OBS697062059	2019-01-11 18:33:30.0	11337	species	American Kestrel	Falco sparverius			11				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			Bliss Raptor Route	L5512453	P	42.9635204	-114.9542856	2018-12-31	09:40:00	obsr49404	S51568166	Traveling	P22	EBIRD	320	63.086		4	0		0	0	0		first time Julie joined Fran, Jan, & me.	Not unusual on this raptor rte this time of year  Most on telephone wires  2 were together  some were eating prey.	
URN:CornellLabOfOrnithology:EBIRD:OBS686161759	2018-12-15 18:25:10.0	11337	species	American Kestrel	Falco sparverius			11				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			1446 E 2900 S, Wendell US-ID (42.7828,-114.8051)	L8258545	P	42.782768	-114.805051	2018-12-15	15:51:00	obsr323538	S50694064	Traveling	P22	EBIRD	32	13.132		2	1		0	0	0			Large numbers of AMKE today. Many with prey. 	
URN:CornellLabOfOrnithology:EBIRD:OBS686294158	2018-12-16 00:39:54.0	22094	species	Bushtit	Psaltriparus minimus			12				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			Stagecoach Rd	L8260004	P	42.880462	-114.9159583	2018-12-15	09:45:00	obsr293000	S50702605	Stationary	P21	EBIRD	15			6	1		0	0	0		Hagerman CBC	Feeding in Russian Olive, Sagebrush, then Hackberry. Small, grayish colored bird with head slight darker than body, darker around eyes. Typical frenetic, movement of Bushtits, not staying in one place very long.	
URN:CornellLabOfOrnithology:EBIRD:OBS686291342	2018-12-16 00:22:42.0	22094	species	Bushtit	Psaltriparus minimus			14				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			Lower Malad River park	L8259976	P	42.8618685	-114.9037694	2018-12-15	14:30:00	obsr293000	S50702437	Traveling	P22	EBIRD	25	0.161		6	1		0	0	0		Hagerman CBC	Birds were moving from Hackberry tree to Hacberry tree feeding. Small grayish bird with slightly darker head than body, darker around eyes. Busy, frenetic behavior typical of Bushtits. Got many nice looks.	
URN:CornellLabOfOrnithology:EBIRD:OBS694419886	2019-01-05 22:15:19.0	22467	species	Marsh Wren	Cistothorus palustris			12				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			Billingsley Creek WMA	L2398020	H	42.8344367	-114.8868656	2018-12-15	09:28:00	obsr49404	S51365895	Traveling	P22	EBIRD	200	5.955		5	1		0	0	0		On cBC	Common for this swamp area. Counted each individual. Heard more not counted. Clear to see from boardwalk over the marsh with their tails raised & wagging along with their saw dark cap, barred tail, & white eyeline. Similar species uncommon here. 	
URN:CornellLabOfOrnithology:EBIRD:OBS686052265	2018-12-15 14:49:05.0	22467	species	Marsh Wren	Cistothorus palustris			17				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			17966 U.S. 30, Hagerman, Idaho, US (42.83, -114.892)	L8256783	P	42.8298228	-114.8923544	2018-12-15	08:28:00	obsr690879	S50685491	Traveling	P22	EBIRD	230	5.005		5	1		0	0	0			Not uncommon on Billingsley Creek. Heard and seen	
URN:CornellLabOfOrnithology:EBIRD:OBS686098614	2018-12-15 16:25:57.0	31257	species	Western Meadowlark	Sturnella neglecta			50				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			1922 South 1200 East, Bliss, Idaho, US (42.921, -114.851)	L8257636	P	42.9210469	-114.8508782	2018-12-15	13:30:00	obsr340285	S50689272	Traveling	P22	EBIRD	54	8.32		2	1		0	0	0			In corn stubble. Saw several close. Distinct yellow/black breast, white outer tail in flight.	
URN:CornellLabOfOrnithology:EBIRD:OBS686297666	2018-12-16 01:08:11.0	31255	species	Yellow-headed Blackbird	Xanthocephalus xanthocephalus			7				United States	US	Idaho	US-ID	Gooding	US-ID-047		9			2500	L8260037	P	42.8407778	-114.8353256	2018-12-15	15:15:00	obsr293000	S50702776	Stationary	P21	EBIRD	20			6	1		0	0	0		Hagerman CBC	Had a spotting scope on the mixed flock. Several (7) intermixed with  a couple thousand RWBB, European Starling, and a few Brewer's Balckbirds feeding in a grass pasture among cows. Black body with yellow head.	
URN:CornellLabOfOrnithology:EBIRD:OBS680229749	2018-11-25 19:07:59.0	30046	species	Black Rosy-Finch	Leucosticte atrata			3				United States	US	Idaho	US-ID	Idaho	US-ID-049		10			Sheep Lake	L8185849	P	45.3301006	-116.5395813	1974-07-15		obsr764116	S50220084	Historical	P62	EBIRD					1		0	0	0			Very dark body, gray on head like GCRF. Good views of them gleaning insects (?) on snow fields above lake on north facing talus slope. Darker streaks on back, but overall very dark birds which made the gray crown stick out well.	
URN:CornellLabOfOrnithology:EBIRD:OBS695893013	2019-01-08 13:22:29.0	30738	species	Lark Bunting	Calamospiza melanocorys			1				United States	US	Idaho	US-ID	Idaho	US-ID-049		10			Along US 12 between Lolo and DeVoto	L8393198	P	46.6071052	-114.5949535	1988-06-10	08:00:00	obsr394734	S51467599	Traveling	P22	EBIRD	20	6.437		2	1		0	0	0		Rode with Geoff Keller; observations  from moving car.	Black male with white wing-patches seen clearly in a small meadow along US 12.  Unmistakable, especially since Geoff Keller (who has provided Cornell Univ. with numerous recordings of its song) and I had seen numbers of this species a few days earlier in Montana (see my Montana eBird sightings for early June, 1988.)  I suspect this species is more regular in Idaho than your list indicates.	
URN:CornellLabOfOrnithology:EBIRD:OBS696906091	2019-01-11 11:27:16.0	30903	species	Harris's Sparrow	Zonotrichia querula			1				United States	US	Idaho	US-ID	Idaho	US-ID-049		9			(46.023, -116.077)	L6504127	P	46.0225689	-116.0766103	2018-11-15	15:55:00	obsr35217	S51552796	Incidental	P20	EBIRD				1	0		1	0	0		Noticed the bird at my bird feeders.  It stayed for a couple of days.	Visited my bird feeders for a couple of days.	
URN:CornellLabOfOrnithology:EBIRD:OBS678745876	2018-11-25 17:33:03.0	10488	species	Red-breasted Sapsucker	Sphyrapicus ruber			1				United States	US	Idaho	US-ID	Idaho	US-ID-049		10			3 miles W of Riggins, ID	L4243977	P	45.4161278	-116.369977	2018-11-21	11:00:00	obsr692062	S50105248	Incidental	P20	EBIRD				1	0		0	0	0			likely 'daggetti', red head/breast less sharply defined, duller steaking on belly.  Gleaning old fruit trees.	
URN:CornellLabOfOrnithology:EBIRD:OBS534399062	2018-08-03 12:41:05.0	19196	species	Blue-headed Vireo	Vireo solitarius			1				United States	US	Idaho	US-ID	Jefferson	US-ID-051	US-ID_541	9	USFWS_651		Camas NWR	L109176	H	43.9509896	-112.2557731	2017-09-17	15:30:00	obsr139198	S39293576	Traveling	P22	EBIRD	180	8.047		1	1		1	0	0			Blue-gray head, yellow flanks, strong contrast between cheek/head and white throat	
URN:CornellLabOfOrnithology:EBIRD:OBS695399416	2019-01-07 16:31:33.0	32230	species	Blue Grosbeak	Passerina caerulea			2				United States	US	Idaho	US-ID	Jefferson	US-ID-051	US-ID_541	9	USFWS_651		Camas NWR--Headquarters	L1915425	H	43.9640943	-112.2639656	2018-06-29	07:32:00	obsr191857	S51435158	Traveling	P22	EBIRD	306	11.941		1	1		0	0	0			Continuing birds.  	
URN:CornellLabOfOrnithology:EBIRD:OBS695399430	2019-01-07 16:31:33.0	464	species	Mallard	Anas platyrhynchos			2				United States	US	Idaho	US-ID	Jefferson	US-ID-051	US-ID_541	9	USFWS_651		Camas NWR--Headquarters	L1915425	H	43.9640943	-112.2639656	2018-06-29	07:32:00	obsr191857	S51435158	Traveling	P22	EBIRD	306	11.941		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS671979257	2018-11-05 09:39:32.0	6503	species	Pacific Loon	Gavia pacifica			1				United States	US	Idaho	US-ID	Jerome	US-ID-053		9			765–793 S 1900 E, Hazelton US-ID (42.6041,-114.1479)	L8053692	P	42.604128	-114.147944	2018-10-21	11:07:00	obsr117033	S49578712	Traveling	P22	EBIRD	89	0.304		2	1	G3532664	0	0	0			Feeding and preening. Compared to the Common loons, also present, PALO appeared slightly smaller with a light gray crown and nape, and with a distinctly rounded head and forehead. Throat and breast white. Dark chin strap. Bill smaller and lighter in color.	
URN:CornellLabOfOrnithology:EBIRD:OBS668902379	2018-11-05 09:39:32.0	6503	species	Pacific Loon	Gavia pacifica			1				United States	US	Idaho	US-ID	Jerome	US-ID-053		9			765–793 S 1900 E, Hazelton US-ID (42.6041,-114.1479)	L8053692	P	42.604128	-114.147944	2018-10-21	11:07:00	obsr323538	S49346128	Traveling	P22	EBIRD	89	0.304		2	1	G3532664	0	0	0			Feeding and preening. Compared to the Common loons, also present, PALO appeared slightly smaller with a light gray crown and nape, and with a distinctly rounded head and forehead. Throat and breast white. Dark chin strap. Bill smaller and lighter in color.	
URN:CornellLabOfOrnithology:EBIRD:OBS688436362	2018-12-22 23:28:24.0	23374	species	Ruby-crowned Kinglet	Regulus calendula			11				United States	US	Idaho	US-ID	Jerome	US-ID-053		9			Yingst Grade and abandoned Auger Falls Bridge area	L8287160	P	42.631969	-114.51585	2018-12-22	08:45:00	obsr414437	S50864826	Traveling	P22	EBIRD	150	4.989		1	1		1	0	0			Great habitat for them	
URN:CornellLabOfOrnithology:EBIRD:OBS688506650	2018-12-22 23:01:12.0	31017	species	Swamp Sparrow	Melospiza georgiana			1				United States	US	Idaho	US-ID	Jerome	US-ID-053		9			Blue Lakes Country Club area	L8288246	P	42.607364	-114.469059	2018-12-22	12:04:00	obsr414437	S50870320	Traveling	P22	EBIRD	137	7.078		1	1		1	0	0			Slightly smaller than SOSP, mostly clean gray underparts, reddish upperparts, dark cap, dark eyeline, dark malar stripe, clean throat, slight central breast spot. Loud, musical chip call.	
URN:CornellLabOfOrnithology:EBIRD:OBS650029726	2018-12-12 11:05:29.0	5859	species	Semipalmated Sandpiper	Calidris pusilla			2				United States	US	Idaho	US-ID	Lemhi	US-ID-059		9			Pond & field NE of 28 Club	L5530543	P	45.1266749	-113.7899333	2018-08-20	14:07:00	obsr718890	S47975090	Stationary	P21	EBIRD	53			1	1		0	0	0			Same size as western sandpipers, but straight, conical bill.	
URN:CornellLabOfOrnithology:EBIRD:OBS650029740	2018-12-12 11:05:29.0	5933	species	Solitary Sandpiper	Tringa solitaria			9				United States	US	Idaho	US-ID	Lemhi	US-ID-059		9			Pond & field NE of 28 Club	L5530543	P	45.1266749	-113.7899333	2018-08-20	14:07:00	obsr718890	S47975090	Stationary	P21	EBIRD	53			1	1		0	0	0			Same location and time of year when unusual concentrations observed in 2017.	
URN:CornellLabOfOrnithology:EBIRD:OBS651037156	2018-10-12 10:12:31.0	5933	species	Solitary Sandpiper	Tringa solitaria			7				United States	US	Idaho	US-ID	Lemhi	US-ID-059		9			Pond & field NE of 28 Club	L5530543	P	45.1266749	-113.7899333	2018-08-22	14:49:00	obsr718890	S48052645	Stationary	P21	EBIRD	20			1	1		0	0	0			High concentration site for this species, up to 20 observed here.	
URN:CornellLabOfOrnithology:EBIRD:OBS647042688	2018-08-16 11:45:08.0	5933	species	Solitary Sandpiper	Tringa solitaria			11				United States	US	Idaho	US-ID	Lemhi	US-ID-059		9			Pond & field NE of 28 Club	L5530543	P	45.1266749	-113.7899333	2018-08-09	09:00:00	obsr718890	S47746841	Stationary	P21	EBIRD	38			1	1		0	0	0			Same location and approx. timing for observed concentration in 2017 - one of few ponds in area with exposed substrate for foraging .  Dark gray-brown back with fine whitish speckling, white eye-ring, gray breast.	
